Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
double-heart-necklace,Sviwa Double Heart Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A beautiful necklace featuring two sleek heart pendants hanging from a smooth yellow-finish chain. The sliding bead allows the length of the hearts to adjust slightly, giving the piece a modern and stylish touch. Lightweight and versatile, it’s perfect for daily wear, gifting, or pairing with layered looks. Designed with an <span class=""s1""><b>anti-tarnish coating</b></span>, it stays bright and shiny for longer.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Dual heart pendants</p>
</li>
<li>
<p class=""p1"">Adjustable sliding bead detail</p>
</li>
<li>
<p class=""p1"">Smooth yellow-finish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,3,deny,manual,599,749,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1_d8d67abd-240f-47c8-8c6c-27301fe96ec3.jpg?v=1763104429,1,,FALSE,,,,,,,,,,,,,,,1,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
pearl-shell-necklace,Sviwa Pearl Shell Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A delicate necklace featuring a shell-shaped pendant with a bright pearl at the center. The silver-finish chain adds a soft shine, making this piece perfect for everyday wear or elegant occasions. Designed to be lightweight and comfortable, it comes with an <span class=""s1""><b>anti-tarnish coating</b></span> to keep it looking new for longer.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Shell-shaped pendant with pearl center</p>
</li>
<li>
<p class=""p1"">Silver-finish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Great for daily or occasion wear</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,549,649,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000006285.jpg?v=1763104373,1,,FALSE,,,196,,,,,,,,,,,,1,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
square-stone-necklace,Sviwa Square Stone Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A minimal and elegant necklace featuring a soft square-shaped stone set in a polished yellow frame. Its simple design makes it perfect for daily wear, office looks, or layering with other chains. Finished with an <span class=""s1""><b>anti-tarnish coating</b></span>, this necklace stays bright and beautiful for long-lasting shine.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Square stone pendant</p>
</li>
<li>
<p class=""p1"">Polished yellow-finish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Great for everyday styling</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,549,649,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000006281.jpg?v=1763104331,1,,FALSE,,,,,,,,,,,,,,,,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
evil-eye-necklace,Evil Eye New Trend Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A stylish evil-eye necklace designed with a crystal-studded eye pendant paired with a deep blue charm for added appeal. The yellow-polish chain gives it a bright finish, making it perfect for everyday wear, protection styling, or gifting. Coated with an <span class=""s1""><b>anti-tarnish layer</b></span>, this necklace stays shiny and beautiful for long-lasting use.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Evil-eye pendant with crystal detailing</p>
</li>
<li>
<p class=""p1"">Blue charm accent</p>
</li>
<li>
<p class=""p1"">Polished yellow-finish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,3,deny,manual,699,999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000006280.jpg?v=1763104208,1,,FALSE,,,,,adult,,,,,,,,,,1,adults,,gold,,gold-plated; metal,imitation-jewelry,pendant,,,female,,kg,,,active
floral-stud-earrings,Floral Stud Elegant Earrings,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ Pretty and minimal, these floral stud earrings feature pearl-like petals outlined in a smooth yellow finish, giving them a fresh and elegant look. Lightweight and easy to wear, they’re perfect for daily outfits, festive styling, or gifting. Finished with an <span class=""s1""><b>anti-tarnish coating</b></span>, they stay bright and beautiful over time.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Flower-shaped stud design</p>
</li>
<li>
<p class=""p1"">Pearl-like petal detailing</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Suitable for daily and festive wear</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Earrings,,Earrings,TRUE,Title,Default Title,,,,,,,,,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Screenshot2025-11-05at5.42.53PM.png?v=1763104143,1,,FALSE,,,,,adult,,,,,,,,,,1,adults,,floral,stud,gold-plated; metal,imitation-jewelry,,,,female,,kg,,,active
cherry-pendant-necklace,Cherry Pendant Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A cute and vibrant necklace featuring a cherry-shaped pendant with glossy red cherries and green leaf detailing. The polished yellow-finish chain adds a bright touch, making this piece perfect for casual outfits, gifting, or adding a fun pop of colour to your look. Coated with an <span class=""s1""><b>anti-tarnish layer</b></span>, it stays shiny and beautiful for long-lasting wear.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Cherry-shaped enamel pendant</p>
</li>
<li>
<p class=""p1"">Polished yellow-finish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Perfect for casual styling and gifting</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,699,849,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000006279.jpg?v=1763104058,1,,FALSE,,,,,adult,,,,,,,,,,1,all-ages,,gold,,gold-plated; enamel,imitation-jewelry,pendant,,,unisex,,kg,,,active
charm-drop-necklace,Charm Drop Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A unique charm-style necklace featuring a set of beautifully crafted gold-toned drops, including floral and traditional-inspired motifs. The chain has a detailed beaded design that adds extra character and makes the piece stand out effortlessly. Perfect for festive looks, gifting, or adding a stylish touch to any outfit. Finished with an <span class=""s1""><b>anti-tarnish coating</b></span>, it stays bright and beautiful for long-lasting wear.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Multi-charm pendant set</p>
</li>
<li>
<p class=""p1"">Beaded-style yellow-polish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Adjustable length for easy fit</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,699,849,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000006277.jpg?v=1763103765,1,,FALSE,,,,,adult,,,,,,,,,,1,adults,,floral,,gold-plated; metal,imitation-jewelry,chain; pendant,,,female,,kg,,,active
rainbow-charm-necklace,Rainbow Charm Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A fun and colourful necklace featuring a mix of vibrant charms including hearts, shapes, and a rainbow centerpiece. The chain has a bright yellow-polish finish that pairs perfectly with the playful enamel charms. Lightweight and eye-catching, this necklace is ideal for adding a cheerful touch to casual outfits. Finished with an <span class=""s1""><b>anti-tarnish coating</b></span>, it stays shining and fresh for long-lasting wear.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Multi-charm design with colourful enamel detailing</p>
</li>
<li>
<p class=""p1"">Rainbow centerpiece charm</p>
</li>
<li>
<p class=""p1"">Bright yellow-polish chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,999,999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/10_32fb851d-9538-4b7f-8cd6-e29395274970.webp?v=1763103401,1,,FALSE,,,,,,,,,,,,,,,,kids; adults; teens,,rainbow,,gold-plated; enamel,imitation-jewelry,chain; pendant,,,female,,kg,,,active
tree-pendant,Tree Pendant Elegant Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A finely designed tree-shaped pendant featuring green stone accents that add a fresh, vibrant touch. The polished yellow finish gives it a premium look, making it perfect to pair with any chain of your choice. Protected with an <span class=""s1""><b>anti-tarnish coating</b></span>, it stays bright and beautiful for long-lasting wear.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Tree-shaped design with green stones</p>
</li>
<li>
<p class=""p1"">Polished yellow finish</p>
</li>
<li>
<p class=""p1"">Lightweight, durable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Easy to pair with any chain</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Charms & Pendants,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,3,deny,manual,549,849,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/8_7c9239d2-30af-426f-9f8e-cd623ba8986e.webp?v=1763103237,1,,FALSE,,,,,,,,,,,,,,,,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
stone-chain-necklace,Stone Chain Shiny Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A sleek and stylish necklace designed with closely set sparkling stones along a polished chain. Its versatile design makes it perfect for daily wear, parties, or layering with other pieces. Crafted with a bright yellow-polish finish and protected with an <span class=""s1""><b>anti-tarnish coating</b></span>, this necklace stays shiny and beautiful for long-lasting use.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Full stone-studded chain design</p>
</li>
<li>
<p class=""p1"">Bright yellow-polish finish</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Perfect for daily or occasion wear</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,499,849,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/7_d041ee04-ae43-406e-9c0a-2ddd5530d220.jpg?v=1763103102,1,,FALSE,,,,,,,,,,,,,,,,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
heart-drop-necklace,Heart Drop Shiny Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A modern and stylish necklace featuring a smooth heart-shaped drop pendant paired with a fine multi-strand chain. Its minimal design makes it easy to style with everyday outfits or layered looks. Finished with a glossy yellow-polish shine and protected by an <span class=""s1""><b>anti-tarnish coating</b></span>, this piece stays bright and beautiful for long-lasting wear.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Heart-shaped drop pendant</p>
</li>
<li>
<p class=""p1"">Multi-strand chain</p>
</li>
<li>
<p class=""p1"">Lightweight, comfortable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Easy to style and layer</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,TRUE,Title,Default Title,,,,,,,,,0,shopify,2,deny,manual,649,849,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/6_12dd7b58-d050-435e-a362-a4718afec824.jpg?v=1763102856,1,,FALSE,,,,,adult,,,,,,,,,,4,adults,,gold,,gold-plated,imitation-jewelry,chain; pendant,,,female,,kg,,,active
dainty-floral-charm-necklace,Dainty Floral Charm Necklace,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A beautifully delicate necklace featuring multiple mini flower charms along a fine chain. Its soft, minimal design adds a touch of elegance to any outfit, whether casual or dressy. Crafted with a smooth yellow-polish finish, this piece shines gracefully without being overpowering. Protected with an <span class=""s1""><b>anti-tarnish coating</b></span>, it stays bright and beautiful for long-lasting wear.</p>
<p class=""p1""><b>Features:</b><b></b></p>
<p class=""p4""> </p>
<ul>
<li>
<p class=""p1"">Fine chain with multiple floral charms</p>
</li>
<li>
<p class=""p1"">Smooth yellow-polish finish</p>
</li>
<li>
<p class=""p1"">Lightweight, elegant &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Perfect for everyday and layered styling</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,,Necklaces,FALSE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,499,699,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/4_924f9b29-dae5-450f-bd32-ccc671567e01.jpg?v=1763102506,1,,FALSE,,,,,adult,,,,,,,,,,1,adults,,floral,,gold-plated,imitation-jewelry,chain; pendant,,,female,,kg,,,active
floral-cutwork-bangle,Floral Cutwork Shiny Bangle,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A timeless blend of elegance and craftsmanship, this floral cutwork bangle features beautifully detailed flower patterns that create a delicate, openwork design. The smooth yellow-polish finish adds a rich, classic touch, making it perfect for pairing with ethnic as well as modern outfits. Crafted from high-quality imitation metal and protected with an <span class=""s1""><b>anti-tarnish coating</b></span>, this bangle stays bright and stunning for long-lasting wear.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Intricate floral cutwork design</p>
</li>
<li>
<p class=""p1"">Smooth yellow-polish finish</p>
</li>
<li>
<p class=""p1"">Lightweight, durable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Elegant and versatile styling</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Bracelets,,Bangles,TRUE,Title,Default Title,,,,,,,,,0,shopify,2,deny,manual,799,699,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/41.jpg?v=1763058402,1,,FALSE,,,,,,,,,,,,,,,1,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
floral-cutwork-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/42.jpg?v=1763058402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-cutwork-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/40.jpg?v=1763058402,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-triple-twist-crystal-bracelet,Triple- Twist Crystal Bracelet,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A beautifully refined bracelet crafted with a sleek triple-twist design that adds instant elegance to any outfit. The combination of smooth yellow-polish bands and a crystal-encrusted strip creates a delicate, luxurious look without being too flashy. Perfect for both casual styling and special occasions, this bracelet is lightweight, comfortable, and protected with an <span class=""s1""><b>anti-tarnish coating</b></span> for lasting shine.</p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Stylish triple-twist layered design</p>
</li>
<li>
<p class=""p1"">Crystal-studded detailing for a subtle sparkle</p>
</li>
<li>
<p class=""p1"">Smooth yellow-polish finish</p>
</li>
<li>
<p class=""p1"">Lightweight, durable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Bracelets,,Bracelets,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/35.jpg?v=1763058284,1,,FALSE,,,,,adult,,,,,,,,,,1,adults,bangle,gold; clear,,gold-plated; metal,imitation-jewelry,,,,female,,kg,,,active
elegant-triple-twist-crystal-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/37.jpg?v=1763058284,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-triple-twist-crystal-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/36.jpg?v=1763058284,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-triple-twist-crystal-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/38.jpg?v=1763058284,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-twist-textured-bracelet,Dual-Twist Textured Bracelet,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A beautifully designed piece that blends modern style with subtle elegance. This bracelet features a unique dual-twist pattern—one side detailed with a textured coiled design and the other lined with sparkling crystals. Its smooth yellow-polish finish enhances its premium feel, making it perfect for both daily wear and festive looks. Coated with an <span class=""s1""><b>anti-tarnish layer</b></span>, it retains its shine and beauty for long-lasting use.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Dual-twist modern design</p>
</li>
<li>
<p class=""p1"">Textured coil pattern with crystal detailing</p>
</li>
<li>
<p class=""p1"">Smooth yellow-polish finish</p>
</li>
<li>
<p class=""p1"">Lightweight, durable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Bracelets,,Bracelets,TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,749,699,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/33.jpg?v=1763058215,1,,FALSE,,,,,adult,,,,,,,,,,1,adults,bangle,clear; gold,,metal; gold-plated,imitation-jewelry,,,,unisex,,kg,,,active
dual-twist-textured-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/34.jpg?v=1763058215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-twist-textured-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/39.jpg?v=1763058215,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
textured-link-style-bracelet,Textured Link-Style Bracelet,"<p class=""p1""><b>Description:</b><b></b></p>
<p class=""p2"">✨ A bold yet minimal piece, this textured link-style bracelet adds instant sophistication to any look. Designed with a unique raised pattern and a smooth yellow-polish finish, it offers a premium, modern appeal. The bracelet is lightweight, durable, and comfortable for all-day wear. Protected with an <span class=""s1""><b>anti-tarnish coating</b></span>, it stays shiny and fresh for a long time.</p>
<p class=""p3""><br></p>
<p class=""p1""><b>Features:</b><b></b></p>
<ul>
<li>
<p class=""p1"">Unique textured link-inspired design</p>
</li>
<li>
<p class=""p1"">Smooth yellow-polish finish</p>
</li>
<li>
<p class=""p1"">Lightweight, durable &amp; skin-friendly</p>
</li>
<li>
<p class=""p1"">Easy-to-wear and secure fit</p>
</li>
<li>
<p class=""p1""><b>Anti-tarnish coating for long-lasting shine</b></p>
</li>
</ul>
<p> </p>",Sviwa Creation,Apparel & Accessories > Jewelry > Bracelets,,Bracelets,TRUE,Title,Default Title,,,,,,,,,0,shopify,2,deny,manual,699,699,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/31.jpg?v=1763058126,1,,FALSE,,,,,,,,,,,,,,,,,,,,metal,imitation-jewelry,,,,female,,kg,,,active
